,word,bz_bio,re_bio
22957,期,I_datetime,I_datetime
22958,一,I_datetime,I_datetime
22959,左,I_datetime,I_datetime
22960,右,I_datetime,I_datetime
22961,去,O,O
22962,找,O,O
22963,给,O,O
22964,我,O,O
22965,看,O,O
22966,妇,O,O
22967,科,O,O
22968,的,O,O
22969,主,O,O
22970,任,O,O
22971,吧,O,O
22972,！,O,O
22973,！,O,O
22974,就,O,O
22975,是,O,O
22976,说,O,O
22977,现,O,O
22978,在,O,O
22979,不,O,O
22980,用,O,O
22981,做,O,O
22982,对,O,O
22983,吧,O,O
22984,成,B_address,B_address
22985,都,I_address,I_address
22986,恩,O,O
22987,，,O,O
22988,那,O,O
22989,您,O,O
22990,目,O,O
22991,前,O,O
22992,是,O,O
22993,在,O,O
22994,成,B_address,B_address
22995,都,I_address,I_address
22996,吗,O,O
22997,？,O,O
22998,大,B_symptom,B_symptom
22999,小,I_symptom,I_symptom
23000,异,I_symptom,I_symptom
23001,常,I_symptom,I_symptom
23002,，,O,O
23003,双,O,O
23004,侧,O,O
23005,是,O,O
23006,感,O,O
23007,觉,O,O
23008,大,O,O
23009,了,O,O
23010,还,O,O
23011,是,O,O
23012,小,O,O
23013,了,O,O
23014,？,O,O
23015,一,O,O
23016,夜,O,O
23017,勃,B_physiology,B_physiology
23018,起,I_physiology,I_physiology
23019,大,O,O
23020,概,O,O
23021,是,O,O
23022,什,O,O
23023,么,O,O
23024,不,O,O
23025,正,O,O
23026,常,O,O
23027,这,O,O
23028,方,O,O
23029,面,O,O
23030,要,O,O
23031,怎,O,O
23032,么,O,O
23033,治,O,O
23034,疗,O,O
23035,阴,B_surgery,B_surgery
23036,茎,I_surgery,I_surgery
23037,角,I_surgery,I_surgery
23038,静,I_surgery,I_surgery
23039,脉,I_surgery,I_surgery
23040,修,I_surgery,I_surgery
23041,复,I_surgery,I_surgery
23042,术,I_surgery,I_surgery
23043,单,I_surgery,O
23044,侧,I_surgery,O
23045,，,O,O
23046,又,O,O
23047,是,O,O
23048,什,O,O
23049,么,O,O
23050,手,O,O
23051,术,O,O
23052,最,O,O
23053,近,O,O
23054,，,O,O
23055,去,B_datetime,B_datetime
23056,年,I_datetime,I_datetime
23057,这,O,O
23058,个,O,O
23059,时,O,O
23060,候,O,O
23061,有,O,O
23062,过,O,O
23063,一,B_frequency,O
23064,次,I_frequency,O
23065,是,O,O
23066,在,O,O
23067,东,B_address,O
23068,风,I_address,O
23069,路,I_address,O
23070,小,O,O
23071,学,O,O
23072,下,O,O
23073,车,O,O
23074,吗,O,O
23075,出,O,O
23076,现,O,O
23077,这,O,O
23078,样,O,O
23079,的,O,O
23080,情,O,O
23081,况,O,O
23082,有,O,O
23083,多,O,O
23084,长,O,O
23085,时,O,O
23086,间,O,O
23087,了,O,O
23088,？,O,O
23089,男,O,O
23090,2,B_age,O
23091,0,I_age,O
23092,岁,O,O
23093,我,O,O
23094,还,O,O
23095,是,O,O
23096,学,O,O
23097,生,O,O
23098,呢,O,O
23099,，,O,O
23100,怎,O,O
23101,么,O,O
23102,去,O,O
23103,啊,O,O
23104,这,O,O
23105,个,O,O
23106,检,O,O
23107,测,O,O
23108,可,O,O
23109,信,O,O
23110,度,O,O
23111,大,O,O
23112,吗,O,O
23113,？,O,O
23114,1,B_age,O
23115,8,I_age,O
23116,岁,O,O
23117,读,O,O
23118,书,O,O
23119,的,O,O
23120,时,O,O
23121,候,O,O
23122,不,O,O
23123,频,O,O
23124,繁,O,O
23125,放,O,O
23126,假,O,O
23127,在,O,O
23128,家,O,O
23129,频,O,O
23130,繁,O,O
23131,过,B_cause,B_cause
23132,度,I_cause,I_cause
23133,的,I_cause,I_cause
23134,手,I_cause,I_cause
23135,淫,I_cause,I_cause
23136,会,O,O
23137,导,O,O
23138,致,O,O
23139,阴,B_symptom,B_symptom
23140,茎,I_symptom,I_symptom
23141,海,I_symptom,I_symptom
23142,绵,I_symptom,I_symptom
23143,体,I_symptom,I_symptom
23144,的,I_symptom,I_symptom
23145,受,I_symptom,I_symptom
23146,损,I_symptom,I_symptom
23147,，,O,O
23148,海,B_part,B_part
23149,绵,I_part,I_part
23150,体,I_part,I_part
23151,一,O,O
23152,旦,O,O
23153,受,O,O
23154,损,O,O
23155,会,O,O
23156,影,O,O
23157,响,O,O
23158,以,O,O
23159,后,O,O
23160,的,O,O
23161,性,O,O
23162,生,O,O
23163,活,O,O
23164,方,O,O
23165,面,O,O
23166,早,B_symptom,O
23167,謝,I_symptom,O
23168,吃,O,O
23169,什,O,O
23170,麼,O,O
23171,藥,O,O
23172,好,O,O
23173,的,O,O
23174,快,O,O
23175,夜,B_frequency,B_frequency
23176,里,I_frequency,I_frequency
23177,2,I_frequency,I_frequency
23178,次,I_frequency,I_frequency
23179,左,I_frequency,O
23180,右,I_frequency,O
23181,那,O,O
23182,发,O,O
23183,现,O,O
23184,这,O,O
23185,么,O,O
23186,长,O,O
23187,时,O,O
23188,间,O,O
23189,，,O,O
23190,有,O,O
23191,去,O,O
23192,医,O,O
23193,院,O,O
23194,看,O,O
23195,诊,O,O
23196,过,O,O
23197,这,O,O
23198,方,O,O
23199,面,O,O
23200,吗,O,O
23201,？,O,O
23202,没,O,O
23203,有,O,O
23204,感,O,O
23205,觉,O,O
23206,自,O,O
23207,己,O,O
23208,没,B_symptom,B_symptom
23209,有,I_symptom,I_symptom
23210,欲,I_symptom,I_symptom
23211,望,I_symptom,I_symptom
23212,孕,B_check,B_check
23213,育,I_check,I_check
23214,微,I_check,I_check
23215,环,I_check,I_check
23216,境,I_check,I_check
23217,检,I_check,I_check
23218,查,I_check,I_check
23219,需,O,O
23220,要,O,O
23221,多,O,O
23222,少,O,O
23223,钱,O,O
23224,这,O,O
23225,种,O,O
23226,现,O,O
23227,象,O,O
23228,好,O,O
23229,治,O,O
23230,吗,O,O
23231,小,O,O
23232,的,O,O
23233,时,O,O
23234,候,O,O
23235,右,B_symptom,O
23236,边,I_symptom,O
23237,疝,I_symptom,B_cause
23238,。,O,O
23239,现,O,O
23240,在,O,O
23241,左,B_symptom,O
23242,边,I_symptom,O
23243,疼,I_symptom,B_symptom
23244,已,O,O
23245,坏,B_symptom,O
23246,死,I_symptom,O
23247,没,O,O
23248,什,O,O
23249,么,O,O
23250,问,O,O
23251,题,O,O
23252,，,O,O
23253,就,O,O
23254,是,O,O
23255,害,B_emotion,O
23256,怕,I_emotion,O
23257,影,O,O
23258,响,O,O
23259,生,O,O
23260,孩,O,O
23261,子,O,O
23262,我,O,O
23263,查,O,O
23264,着,O,O
23265,网,O,O
23266,上,O,O
23267,的,O,O
23268,看,O,O
23269,是,O,O
23270,说,O,O
23271,月,B_symptom,B_symptom
23272,经,I_symptom,I_symptom
23273,推,I_symptom,I_symptom
23274,迟,I_symptom,I_symptom
23275,一,I_symptom,B_datetime
23276,个,I_symptom,I_datetime
23277,星,I_symptom,I_datetime
23278,期,I_symptom,I_datetime
23279,有,O,O
23280,很,O,O
23281,大,O,O
23282,可,O,O
23283,能,O,O
23284,性,O,O
23285,是,O,O
23286,怀,B_physiology,B_physiology
23287,孕,I_physiology,I_physiology
23288,了,O,O
23289,是,O,O
23290,真,O,O
23291,的,O,O
23292,吗,O,O
23293,爱,O,O
23294,打,O,O
23295,不,O,O
23296,打,O,O
23297,一,O,O
23298,会,O,O
23299,跟,O,O
23300,警,O,O
23301,察,O,O
23302,叔,O,O
23303,叔,O,O
23304,玩,O,O
23305,吧,O,O
23306,不,O,O
23307,排,O,O
23308,除,O,O
23309,是,O,O
23310,前,B_part,B_part
23311,列,I_part,I_part
23312,腺,I_part,I_part
23313,，,O,O
23314,肾,B_symptom,B_sickness
23315,虚,I_symptom,I_sickness
23316,导,O,O
23317,致,O,O
23318,的,O,O
23319,脑,B_symptom,O
23320,髓,I_symptom,O
23321,空,I_symptom,O
23322,引,O,O
23323,起,O,O
23324,的,O,O
23325,头,B_symptom,B_symptom
23326,晕,I_symptom,I_symptom
23327,做,B_surgery,O
23328,了,I_surgery,O
23329,包,I_surgery,B_surgery
23330,皮,I_surgery,I_surgery
23331,八,B_datetime,B_datetime
23332,天,I_datetime,I_datetime
23333,有,B_symptom,O
23334,点,I_symptom,O
23335,水,I_symptom,B_sickness
23336,肿,I_symptom,I_sickness
23337,吃,O,O
23338,点,O,O
23339,什,O,O
23340,么,O,O
23341,药,O,O
23342,以,O,O
23343,吃,O,O
23344,两,B_frequency,O
23345,次,I_frequency,O
23346,了,O,O
23347,不,O,O
23348,带,O,O
23349,套,O,O
23350,有,O,O
23351,哪,O,O
23352,些,O,O
23353,避,O,O
23354,免,O,O
23355,怀,B_physiology,B_physiology
23356,孕,I_physiology,I_physiology
23357,上,B_surgery,B_surgery
23358,环,I_surgery,I_surgery
23359,可,O,O
23360,以,O,O
23361,射,B_symptom,B_symptom
23362,精,I_symptom,I_symptom
23363,有,I_symptom,I_symptom
23364,黄,I_symptom,I_symptom
23365,色,I_symptom,I_symptom
23366,颗,I_symptom,I_symptom
23367,粒,I_symptom,I_symptom
23368,？,O,O
23369,？,O,O
23370,？,O,O
23371,请,O,O
23372,问,O,O
23373,是,O,O
23374,什,O,O
23375,么,O,O
23376,问,O,O
23377,题,O,O
23378,？,O,O
23379,睾,B_symptom,B_symptom
23380,丸,I_symptom,I_symptom
23381,有,I_symptom,I_symptom
23382,点,I_symptom,I_symptom
23383,发,I_symptom,I_symptom
23384,硬,I_symptom,I_symptom
23385,迈,B_medicine,O
23386,之,I_medicine,O
23387,灵,I_medicine,O
23388,治,O,O
23389,疗,O,O
23390,积,B_symptom,B_symptom
23391,液,I_symptom,I_symptom
23392,吗,O,O
23393,？,O,O
23394,请,O,O
23395,问,O,O
23396,女,O,O
23397,性,O,O
23398,高,B_physiology,B_physiology
23399,潮,I_physiology,I_physiology
23400,有,O,O
23401,几,O,O
23402,种,O,O
23403,类,O,O
23404,型,O,O
23405,这,O,O
23406,要,O,O
23407,根,O,O
23408,据,O,O
23409,你,O,O
23410,的,O,O
23411,病,O,O
23412,情,O,O
23413,类,O,O
23414,型,O,O
23415,以,O,O
23416,及,O,O
23417,感,O,O
23418,染,O,O
23419,病,O,O
23420,原,O,O
23421,菌,O,O
23422,来,O,O
23423,明,O,O
23424,确,O,O
23425,才,O,O
23426,行,O,O
23427,，,O,O
23428,即,O,O
23429,使,O,O
23430,感,O,O
23431,染,O,O
23432,也,O,O
23433,不,O,O
23434,能,O,O
23435,盲,O,O
23436,目,O,O
23437,乱,O,O
23438,用,O,O
23439,药,O,O
23440,，,O,O
23441,尤,O,O
23442,其,O,O
23443,是,O,O
23444,一,O,O
23445,些,O,O
23446,广,O,O
23447,谱,O,O
23448,抗,O,O
23449,生,O,O
23450,素,O,O
23451,，,O,O
23452,你,O,O
23453,知,O,O
23454,道,O,O
23455,有,O,O
23456,多,O,O
23457,少,O,O
23458,患,O,O
23459,者,O,O
23460,因,O,O
23461,为,O,O
23462,盲,O,O
23463,目,O,O
23464,用,O,O
23465,药,O,O
23466,导,O,O
23467,致,O,O
23468,病,O,O
23469,情,O,O
23470,反,O,O
23471,复,O,O
23472,复,O,O
23473,发,O,O
23474,的,O,O
23475,，,O,O
23476,一,O,O
23477,定,O,O
23478,要,O,O
23479,注,O,O
23480,意,O,O
23481,这,O,O
23482,个,O,O
23483,问,O,O
23484,题,O,O
23485,现,O,O
23486,在,O,O
23487,严,O,O
23488,重,O,O
23489,吗,O,O
23490,嗯,O,O
23491,咱,O,O
23492,们,O,O
23493,目,O,O
23494,前,O,O
23495,是,O,O
23496,在,O,O
23497,绵,B_address,B_address
23498,阳,I_address,I_address
23499,哪,O,O
23500,里,O,O
23501,呢,O,O
23502,？,O,O
23503,那,O,O
23504,需,O,O
23505,要,O,O
23506,怎,O,O
23507,么,O,O
23508,治,O,O
23509,疗,O,O
23510,呢,O,O
23511,，,O,O
23512,感,O,O
23513,谢,O,O
23514,咱,O,O
23515,们,O,O
23516,是,O,O
23517,绵,O,B_org
23518,阳,O,I_org
23519,博,O,I_org
23520,大,O,I_org
23521,医,O,I_org
23522,院,O,I_org
23523,，,O,O
23524,是,O,O
23525,从,O,O
23526,咱,O,O
23527,们,O,O
23528,这,O,O
23529,边,O,O
23530,买,O,O
23531,的,O,O
23532,？,O,O
23533,是,O,O
23534,啊,O,O
23535,！,O,O
23536,有,O,O
23537,一,O,O
23538,个,O,O
23539,芮,B_doctor,B_doctor
23540,主,I_doctor,I_doctor
23541,任,I_doctor,I_doctor
23542,吧,O,O
23543,！,O,O
23544,Q,O,O
23545,Q,O,O
23546,：,O,O
23547,3,O,O
23548,0,O,O
23549,7,O,O
23550,9,O,O
23551,7,O,O
23552,9,O,O
23553,7,O,O
23554,0,O,O
23555,5,O,O
23556,5,O,O
23557,。,O,O
23558,给,O,O
23559,你,O,O
23560,详,O,O
23561,细,O,O
23562,分,O,O
23563,析,O,O
23564,一,O,O
23565,下,O,O
23566,。,O,O
23567,嗯,O,O
23568,那,O,O
23569,在,O,O
23570,性,O,O
23571,生,O,O
23572,活,O,O
23573,期,O,O
23574,间,O,O
23575,或,O,O
23576,上,O,O
23577,翻,O,O
23578,包,B_part,B_part
23579,皮,I_part,I_part
23580,的,O,O
23581,时,O,O
23582,候,O,O
23583,有,O,O
23584,没,O,O
23585,有,O,O
23586,感,O,O
23587,觉,O,O
23588,疼,B_symptom,B_symptom
23589,痛,I_symptom,I_symptom
23590,这,O,O
23591,个,O,O
23592,没,O,O
23593,有,O,O
23594,样,O,O
23595,阴,B_part,B_part
23596,径,I_part,I_part
23597,包,B_part,B_part
23598,皮,I_part,I_part
23599,冠,B_part,I_part
23600,状,I_part,I_part
23601,沟,I_part,I_part
23602,里,O,O
23603,出,O,O
23604,有,B_symptom,O
23605,个,I_symptom,O
23606,血,I_symptom,B_sickness
23607,管,I_symptom,I_sickness
23608,鼓,I_symptom,I_sickness
23609,包,I_symptom,I_sickness
23610,怎,O,O
23611,么,O,O
23612,回,O,O
23613,事,O,O
23614,这,O,O
23615,个,O,O
23616,情,O,O
23617,况,O,O
23618,一,O,O
23619,直,O,O
23620,没,O,O
23621,有,O,O
23622,检,O,O
23623,查,O,O
23624,过,O,O
23625,吗,O,O
23626,？,O,O
23627,目,O,O
23628,前,O,O
23629,是,O,O
23630,在,O,O
23631,哪,O,O
23632,个,O,O
23633,城,O,O
23634,市,O,O
23635,呢,O,O
23636,？,O,O
23637,没,O,O
23638,有,O,O
23639,在,O,O
23640,绵,B_address,B_address
23641,阳,I_address,I_address
23642,现,O,O
23643,在,O,O
23644,不,O,O
23645,怎,O,O
23646,么,O,O
23647,疼,O,B_symptom
23648,了,O,O
23649,这,O,O
23650,种,O,O
23651,症,O,O
23652,状,O,O
23653,怎,O,O
23654,样,O,O
23655,治,O,O
23656,疗,O,O
23657,4,O,O
23658,4,O,O
23659,是,O,O
23660,否,O,O
23661,有,O,O
23662,检,O,O
23663,查,O,O
23664,治,O,O
23665,疗,O,O
23666,过,O,O
23667,呢,O,O
23668,？,O,O
23669,请,O,O
23670,问,O,O
23671,是,O,O
23672,预,O,O
23673,约,O,O
23674,挂,O,O
23675,号,O,O
23676,呢,O,O
23677,",",O,O
23678,还,O,O
23679,是,O,O
23680,疾,O,O
23681,病,O,O
23682,咨,O,O
23683,询,O,O
23684,?,O,O
23685,有,O,O
23686,哪,O,O
23687,方,O,O
23688,面,O,O
23689,问,O,O
23690,题,O,O
23691,需,O,O
23692,要,O,O
23693,了,O,O
23694,解,O,O
23695,的,O,O
23696,呢,O,O
23697,？,O,O
23698,最,O,O
23699,多,O,O
23700,多,O,O
23701,少,O,O
23702,钱,O,O
23703,蛋,B_symptom,B_sickness
23704,蛋,I_symptom,I_sickness
23705,皮,I_symptom,I_sickness
23706,上,I_symptom,I_sickness
23707,有,I_symptom,I_sickness
23708,硬,I_symptom,I_sickness
23709,皮,I_symptom,I_sickness
23710,这,O,O
23711,个,O,O
23712,与,O,O
23713,受,O,O
23714,精,O,O
23715,过,O,O
23716,程,O,O
23717,有,O,O
23718,关,O,O
23719,的,O,O
23720,排,B_physiology,B_physiology
23721,卵,I_physiology,I_physiology
23722,期,O,O
23723,有,O,O
23724,安,O,O
23725,排,O,O
23726,同,O,O
23727,房,O,O
23728,的,O,O
23729,治,O,O
23730,疗,O,O
23731,期,O,O
23732,间,O,O
23733,是,O,O
23734,不,O,O
23735,是,O,O
23736,不,O,O
23737,能,O,O
23738,同,O,O
23739,房,O,O
23740,？,O,O
23741,我,O,O
23742,怎,O,O
23743,么,O,O
23744,加,O,O
23745,你,O,O
23746,吧,O,O
23747,！,O,O
23748,我,O,O
23749,都,O,O
23750,勃,B_symptom,B_symptom
23751,不,I_symptom,I_symptom
23752,起,I_symptom,I_symptom
23753,来,I_symptom,I_symptom
23754,吃,O,O
23755,补,B_medicine,B_medicine
23756,肾,I_medicine,I_medicine
23757,药,I_medicine,I_medicine
23758,因,O,O
23759,为,O,O
23760,前,B_symptom,B_sickness
23761,列,I_symptom,I_sickness
23762,腺,I_symptom,I_sickness
23763,炎,I_symptom,I_sickness
23764,的,O,O
23765,分,O,O
23766,形,O,O
23767,不,O,O
23768,一,O,O
23769,样,O,O
23770,，,O,O
23771,致,O,O
23772,病,O,O
23773,菌,O,O
23774,不,O,O
23775,一,O,O
23776,样,O,O
23777,所,O,O
23778,以,O,O
23779,治,O,O
23780,疗,O,O
23781,用,O,O
23782,药,O,O
23783,都,O,O
23784,不,O,O
23785,一,O,O
23786,样,O,O
23787,的,O,O
23788,，,O,O
23789,，,O,O
23790,你,O,O
23791,要,O,O
23792,明,O,O
23793,确,O,O
23794,你,O,O
23795,是,O,O
23796,什,O,O
23797,么,O,O
23798,类,O,O
23799,型,O,O
23800,的,O,O
23801,前,B_symptom,B_sickness
23802,列,I_symptom,I_sickness
23803,腺,I_symptom,I_sickness
23804,炎,I_symptom,I_sickness
23805,症,I_symptom,I_sickness
23806,每,O,O
23807,次,O,O
23808,做,B_physiology,O
23809,爱,I_physiology,O
23810,多,O,O
23811,久,O,O
23812,勃,B_symptom,B_symptom
23813,起,I_symptom,I_symptom
23814,困,I_symptom,I_symptom
23815,难,I_symptom,I_symptom
23816,？,O,O
23817,一,B_symptom,B_symptom
23818,插,I_symptom,I_symptom
23819,入,I_symptom,I_symptom
23820,进,I_symptom,I_symptom
23821,去,I_symptom,I_symptom
23822,就,I_symptom,I_symptom
23823,想,I_symptom,I_symptom
23824,射,I_symptom,I_symptom
23825,了,O,O
23826,晨,O,B_doctor
23827,尿,O,I_doctor
23828,红,O,I_doctor
23829,细,O,I_doctor
23830,胞,O,I_doctor
23831,，,O,O
23832,-,O,O
23833,号,O,O
23834,是,O,O
23835,什,O,O
23836,么,O,O
23837,意,O,O
23838,思,O,O
23839,，,O,O
23840,，,O,O
23841,，,O,O
23842,有,O,O
23843,意,O,O
23844,义,O,O
23845,吗,O,O
23846,我,O,O
23847,在,O,O
23848,四,O,O
23849,号,O,O
23850,线,O,O
23851,我,O,O
23852,需,O,O
23853,要,O,O
23854,做,O,O
23855,检,O,O
23856,查,O,O
23857,啥,O,O
23858,呢,O,O
23859,手,B_cause,B_cause
23860,淫,I_cause,I_cause
23861,也,O,O
23862,没,O,O
23863,有,O,O
23864,那,O,O
23865,么,O,O
23866,频,O,O
23867,繁,O,O
23868,了,O,O
23869,，,O,O
23870,有,O,O
23871,时,O,O
23872,候,O,O
23873,一,B_datetime,B_datetime
23874,两,I_datetime,I_datetime
23875,个,I_datetime,I_datetime
23876,月,I_datetime,I_datetime
23877,，,O,O
23878,有,O,O
23879,时,O,O
23880,候,O,O
23881,一,B_datetime,B_datetime
23882,个,I_datetime,I_datetime
23883,礼,I_datetime,I_datetime
23884,拜,I_datetime,I_datetime
23885,或,O,O
23886,者,O,O
23887,三,B_datetime,B_datetime
23888,四,I_datetime,I_datetime
23889,天,I_datetime,I_datetime
23890,硬,O,B_symptom
23891,度,O,I_symptom
23892,还,O,I_symptom
23893,行,O,I_symptom
23894,感,O,O
23895,觉,O,O
23896,就,O,O
23897,是,O,O
23898,时,B_symptom,B_sickness
23899,间,I_symptom,I_sickness
23900,太,I_symptom,I_sickness
23901,短,I_symptom,I_sickness
23902,要,O,O
23903,检,O,O
23904,查,O,O
23905,？,O,O
23906,？,O,O
23907,还,O,O
23908,在,O,O
23909,关,O,O
23910,注,O,O
23911,对,O,O
23912,话,O,O
23913,吗,O,O
23914,这,O,O
23915,么,O,O
23916,长,O,O
23917,时,O,O
23918,间,O,O
23919,了,O,O
23920,建,O,O
23921,议,O,O
23922,你,O,O
23923,详,O,O
23924,细,O,O
23925,问,O,O
23926,一,O,O
23927,下,O,O
23928,主,O,O
23929,治,O,O
23930,医,O,O
23931,生,O,O
23932,，,O,O
23933,如,O,O
23934,果,O,O
23935,医,O,O
23936,生,O,O
23937,经,O,O
23938,验,O,O
23939,并,O,O
23940,不,O,O
23941,是,O,O
23942,很,O,O
23943,充,O,O
23944,足,O,O
23945,，,O,O
23946,可,O,O
23947,以,O,O
23948,到,O,O
23949,儿,O,O
23950,童,O,O
23951,医,O,O
23952,院,O,O
23953,进,O,O
23954,行,O,O
23955,进,O,O
23956,一,O,O
23957,步,O,O
23958,的,O,O
23959,看,O,O
23960,诊,O,O
23961,。,O,O
23962,你,O,O
23963,是,O,O
23964,想,O,O
23965,咨,O,O
23966,询,O,O
23967,什,O,O
23968,么,O,O
23969,问,O,O
23970,题,O,O
23971,？,O,O
23972,我,O,O
23973,最,O,O
23974,近,O,O
23975,感,O,O
23976,觉,O,O
23977,下,B_symptom,B_symptom
23978,腹,I_symptom,I_symptom
23979,不,I_symptom,I_symptom
23980,适,I_symptom,I_symptom
23981,。,O,O
23982,会,B_part,B_part
23983,阴,I_part,I_part
23984,部,I_part,I_part
23985,也,O,O
23986,有,O,O
23987,不,O,O
23988,适,O,O
23989,阴,B_symptom,B_symptom
23990,囊,I_symptom,I_symptom
23991,潮,I_symptom,I_symptom
23992,湿,I_symptom,I_symptom
23993,是,O,O
23994,由,O,O
23995,于,O,O
23996,前,B_symptom,B_cause
23997,列,I_symptom,I_cause
23998,腺,I_symptom,I_cause
23999,炎,I_symptom,I_cause
24000,症,I_symptom,I_cause
24001,刺,O,O
24002,激,O,O
24003,周,O,O
24004,围,O,O
24005,植,O,O
24006,物,O,O
24007,神,O,O
24008,经,O,O
24009,束,O,O
24010,引,O,O
24011,起,O,O
24012,的,O,O
24013,症,O,O
24014,状,O,O
24015,，,O,O
24016,这,O,O
24017,些,O,O
24018,症,O,O
24019,状,O,O
24020,出,O,O
24021,现,O,O
24022,有,O,O
24023,几,O,O
24024,天,O,O
24025,了,O,O
24026,？,O,O
24027,平,O,O
24028,时,O,O
24029,白,B_fluid,B_fluid
24030,带,I_fluid,I_fluid
24031,是,O,O
24032,什,O,O
24033,么,O,O
24034,颜,O,O
24035,色,O,O
24036,的,O,O
24037,，,O,O
24038,性,O,O
24039,状,O,O
24040,是,O,O
24041,水,B_symptom,B_symptom
24042,样,I_symptom,I_symptom
24043,，,O,O
24044,泡,B_symptom,B_symptom
24045,沫,I_symptom,I_symptom
24046,，,O,O
24047,豆,B_symptom,B_symptom
24048,腐,I_symptom,I_symptom
24049,渣,I_symptom,I_symptom
24050,样,I_symptom,I_symptom
24051,，,O,O
24052,蛋,B_symptom,B_symptom
24053,清,I_symptom,I_symptom
24054,样,I_symptom,I_symptom
24055,的,O,O
24056,？,O,O
24057,量,O,O
24058,多,O,O
24059,不,O,O
24060,多,O,O
24061,，,O,O
24062,有,O,O
24063,异,B_symptom,B_symptom
24064,味,I_symptom,I_symptom
24065,和,O,O
24066,瘙,B_symptom,B_symptom
24067,痒,I_symptom,I_symptom
24068,的,O,O
24069,情,O,O
24070,况,O,O
24071,吗,O,O
24072,？,O,O
24073,白,B_symptom,B_symptom
24074,色,I_symptom,I_symptom
24075,原,O,O
24076,来,O,O
24077,有,O,O
24078,，,O,O
24079,，,O,O
24080,现,O,O
24081,在,O,O
24082,没,O,O
24083,有,O,O
24084,了,O,O
24085,恩,O,O
24086,，,O,O
24087,那,O,O
24088,还,O,O
24089,有,O,O
24090,睾,B_part,B_part
24091,丸,I_part,I_part
24092,附,B_part,B_part
24093,睾,I_part,I_part
24094,精,B_part,B_part
24095,囊,I_part,I_part
24096,精,B_part,B_part
24097,索,I_part,I_part
24098,等,O,O
24099,器,O,O
24100,官,O,O
24101,呢,O,O
24102,这,O,O
24103,些,O,O
24104,做,O,O
24105,什,O,O
24106,么,O,O
24107,检,O,O
24108,查,O,O
24109,呢,O,O
24110,我,O,O
24111,自,O,O
24112,己,O,O
24113,怎,O,O
24114,么,O,O
24115,治,O,O
24116,前,B_symptom,B_cause
24117,列,I_symptom,I_cause
24118,腺,I_symptom,I_cause
24119,呢,O,O
24120,？,O,O
24121,也,O,O
24122,就,O,O
24123,是,O,O
24124,说,O,O
24125,，,O,O
24126,对,O,O
24127,早,B_symptom,B_sickness
24128,泄,I_symptom,I_sickness
24129,方,O,O
24130,面,O,O
24131,问,O,O
24132,题,O,O
24133,。,O,O
24134,全,O,O
24135,检,O,O
24136,只,O,O
24137,有,O,O
24138,一,O,O
24139,两,O,O
24140,百,O,O
24141,是,O,O
24142,的,O,O
24143,，,O,O
24144,一,O,O
24145,般,O,O
24146,检,O,O
24147,查,O,O
24148,是,O,O
24149,一,O,O
24150,至,O,O
24151,两,O,O
24152,百,O,O
24153,元,O,O
24154,左,O,O
24155,右,O,O
24156,，,O,O
24157,具,O,O
24158,体,O,O
24159,根,O,O
24160,据,O,O
24161,实,O,O
24162,际,O,O
24163,情,O,O
24164,况,O,O
24165,来,O,O
24166,定,O,O
24167,，,O,O
24168,怎,O,O
24169,么,O,O
24170,不,O,O
24171,去,O,O
24172,看,O,O
24173,呢,O,O
24174,恩,O,O
24175,，,O,O
24176,那,O,O
24177,没,O,O
24178,有,O,O
24179,预,O,O
24180,约,O,O
24181,的,O,O
24182,话,O,O
24183,，,O,O
24184,是,O,O
24185,不,O,O
24186,能,O,O
24187,享,O,O
24188,受,O,O
24189,这,O,O
24190,个,O,O
24191,援,O,O
24192,助,O,O
24193,检,O,O
24194,查,O,O
24195,减,O,O
24196,免,O,O
24197,的,O,O
24198,。,O,O
24199,这,O,O
24200,个,O,O
24201,咱,O,O
24202,们,O,O
24203,每,O,O
24204,天,O,O
24205,只,O,O
24206,有,O,O
24207,2,O,O
24208,0,O,O
24209,个,O,O
24210,名,O,O
24211,额,O,O
24212,的,O,O
24213,，,O,O
24214,我,O,O
24215,这,O,O
24216,边,O,O
24217,可,O,O
24218,以,O,O
24219,帮,O,O
24220,你,O,O
24221,申,O,O
24222,请,O,O
24223,上,O,O
24224,咱,O,O
24225,们,O,O
24226,过,O,O
24227,来,O,O
24228,复,O,O
24229,查,O,O
24230,看,O,O
24231,下,O,O
24232,，,O,O
24233,找,O,O
24234,到,O,O
24235,明,O,O
24236,确,O,O
24237,原,O,O
24238,因,O,O
24239,，,O,O
24240,咱,O,O
24241,们,O,O
24242,在,O,O
24243,针,O,O
24244,对,O,O
24245,性,O,O
24246,处,O,O
24247,理,O,O
24248,的,O,O
24249,好,O,O
24250,的,O,O
24251,，,O,O
24252,那,O,O
24253,请,O,O
24254,您,O,O
24255,帮,O,O
24256,忙,O,O
24257,预,O,O
24258,约,O,O
24259,一,O,O
24260,下,O,O
24261,同,B_symptom,B_symptom
24262,房,I_symptom,I_symptom
24263,时,I_symptom,I_symptom
24264,也,I_symptom,I_symptom
24265,疼,I_symptom,I_symptom
24266,嗯,O,O
24267,，,O,O
24268,那,O,O
24269,怀,B_physiology,B_physiology
24270,孕,I_physiology,I_physiology
24271,的,O,O
24272,可,O,O
24273,能,O,O
24274,性,O,O
24275,不,O,O
24276,大,O,O
24277,有,O,O
